id_diagnozy,nazwa,opis
1928,Zapalenie ucha środkowego,Leczenie szpitalne nie jest wymagane.
1929,Zapalenie zatok,Konieczność obserwacji w warunkach domowych.
1930,Niedoczynność tarczycy,Wskazane badania kontrolne za 2 tygodnie.
1931,Anemia,Konieczność obserwacji w warunkach domowych.
1932,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
1933,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1934,Osteoporoza,Zalecana konsultacja specjalistyczna.
1935,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
1936,Astma,Zalecana zmiana stylu życia i diety.
1937,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
1938,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
1939,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
1940,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
1941,Borelioza,Stosować leki zgodnie z zaleceniami.
1942,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
1943,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
1944,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
1945,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
1946,Nowotwór płuc,Zalecane leczenie farmakologiczne.
1947,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
1948,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
1949,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
1950,Astma,Zalecane leczenie farmakologiczne.
1951,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
1952,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1953,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
1954,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
1955,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
1956,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
1957,Alergia sezonowa,Zalecane leczenie farmakologiczne.
1958,Zapalenie pęcherza,Konieczność obserwacji w warunkach domowych.
1959,Zapalenie spojówek,Wymaga dalszej diagnostyki.
1960,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
1961,Osteoporoza,Zalecane leczenie farmakologiczne.
1962,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
1963,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
1964,Egzema,Zalecana konsultacja specjalistyczna.
1965,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
1966,Grypa,Stosować leki zgodnie z zaleceniami.
1967,Borelioza,Zalecana zmiana stylu życia i diety.
1968,Zapalenie płuc,Stosować leki zgodnie z zaleceniami.
1969,Grypa,Wymaga dalszej diagnostyki.
1970,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
1971,Egzema,"Przebieg łagodny, leczenie objawowe."
1972,Osteoporoza,Stosować leki zgodnie z zaleceniami.
1973,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
1974,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
1975,Egzema,Wskazane badania kontrolne za 2 tygodnie.
1976,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
1977,Choroba refluksowa,Leczenie szpitalne nie jest wymagane.
1978,Nowotwór piersi,Zalecane leczenie farmakologiczne.
1979,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
1980,Angina,Wskazane badania kontrolne za 2 tygodnie.
1981,Cukrzyca typu 2,"Ryzyko nawrotu choroby, zachować ostrożność."
1982,Zapalenie spojówek,"Ryzyko nawrotu choroby, zachować ostrożność."
1983,Depresja,Stosować leki zgodnie z zaleceniami.
1984,Depresja,"Ryzyko nawrotu choroby, zachować ostrożność."
1985,Choroba wieńcowa,Konieczność obserwacji w warunkach domowych.
1986,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
1987,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
1988,Choroba wieńcowa,Zalecane leczenie farmakologiczne.
1989,Depresja,Zalecane leczenie farmakologiczne.
1990,Depresja,"Ryzyko nawrotu choroby, zachować ostrożność."
1991,Anemia,Wskazane badania kontrolne za 2 tygodnie.
1992,Grypa,Wskazane badania kontrolne za 2 tygodnie.
1993,Astma,Wymaga dalszej diagnostyki.
1994,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
1995,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
1996,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
1997,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
1998,COVID-19,Leczenie szpitalne nie jest wymagane.
1999,Choroba refluksowa,Wymaga dalszej diagnostyki.
2000,Anemia,Wskazane badania kontrolne za 2 tygodnie.
2001,Borelioza,Zalecana konsultacja specjalistyczna.
2002,Egzema,Zalecane leczenie farmakologiczne.
2003,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
2004,Borelioza,"Przebieg łagodny, leczenie objawowe."
2005,Nowotwór płuc,Zalecane leczenie farmakologiczne.
2006,Migrena,Zalecana konsultacja specjalistyczna.
2007,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
2008,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2009,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2010,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
2011,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
2012,Migrena,Konieczność obserwacji w warunkach domowych.
2013,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
2014,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2015,Osteoporoza,Wymaga dalszej diagnostyki.
2016,Grypa,"Przebieg łagodny, leczenie objawowe."
2017,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
2018,Alergia sezonowa,Wymaga dalszej diagnostyki.
2019,Zawał serca,Stosować leki zgodnie z zaleceniami.
2020,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
2021,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2022,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
2023,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
2024,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
2025,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2026,Zespół napięcia przedmiesiączkowego,"Przebieg łagodny, leczenie objawowe."
2027,Choroba wieńcowa,Zalecane leczenie farmakologiczne.
2028,Nadciśnienie,Wymaga dalszej diagnostyki.
2029,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
2030,Borelioza,Zalecana konsultacja specjalistyczna.
2031,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2032,Zapalenie ucha środkowego,Zalecane leczenie farmakologiczne.
2033,Borelioza,Wskazane badania kontrolne za 2 tygodnie.
2034,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
2035,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
2036,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
2037,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
2038,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
2039,Atopowe zapalenie skóry,Leczenie szpitalne nie jest wymagane.
2040,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
2041,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
2042,Egzema,Zalecane leczenie farmakologiczne.
2043,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
2044,Egzema,Zalecane leczenie farmakologiczne.
2045,Zapalenie ucha środkowego,Zalecane leczenie farmakologiczne.
2046,Zapalenie płuc,Stosować leki zgodnie z zaleceniami.
2047,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
2048,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2049,Nadciśnienie,Zalecana konsultacja specjalistyczna.
2050,Migrena,Zalecana zmiana stylu życia i diety.
2051,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
2052,Reumatoidalne zapalenie stawów,"Ryzyko nawrotu choroby, zachować ostrożność."
2053,Atopowe zapalenie skóry,Leczenie szpitalne nie jest wymagane.
2054,Borelioza,Wymaga dalszej diagnostyki.
2055,Zapalenie oskrzeli,Stosować leki zgodnie z zaleceniami.
2056,Anemia,Konieczność obserwacji w warunkach domowych.
2057,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
2058,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2059,Astma,Konieczność obserwacji w warunkach domowych.
2060,Reumatoidalne zapalenie stawów,Konieczność obserwacji w warunkach domowych.
2061,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
2062,Zespół jelita drażliwego,Stosować leki zgodnie z zaleceniami.
2063,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2064,Zapalenie płuc,Wymaga dalszej diagnostyki.
2065,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
2066,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
2067,Angina,Zalecane leczenie farmakologiczne.
2068,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
2069,Alergia sezonowa,Wymaga dalszej diagnostyki.
2070,Reumatoidalne zapalenie stawów,Leczenie szpitalne nie jest wymagane.
2071,Migrena,Stosować leki zgodnie z zaleceniami.
2072,Zapalenie gardła,Wymaga dalszej diagnostyki.
2073,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
2074,Kamica nerkowa,Wymaga dalszej diagnostyki.
2075,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
2076,COVID-19,Zalecana zmiana stylu życia i diety.
2077,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
2078,Astma,Konieczność obserwacji w warunkach domowych.
2079,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
2080,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
2081,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
2082,Zapalenie zatok,Wymaga dalszej diagnostyki.
2083,Niedoczynność tarczycy,Zalecane leczenie farmakologiczne.
2084,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
2085,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2086,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
2087,Reumatoidalne zapalenie stawów,Wymaga dalszej diagnostyki.
2088,Migrena,Zalecana zmiana stylu życia i diety.
2089,Grypa,Wymaga dalszej diagnostyki.
2090,Nowotwór płuc,Zalecane leczenie farmakologiczne.
2091,Nowotwór płuc,Stosować leki zgodnie z zaleceniami.
2092,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
2093,Migrena,Konieczność obserwacji w warunkach domowych.
2094,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
2095,Anemia,Wymaga dalszej diagnostyki.
2096,Borelioza,Zalecana konsultacja specjalistyczna.
2097,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
2098,Migrena,Zalecane leczenie farmakologiczne.
2099,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
2100,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
2101,Anemia,Wskazane badania kontrolne za 2 tygodnie.
2102,Grypa,Leczenie szpitalne nie jest wymagane.
2103,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
2104,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2105,Anemia,Zalecane leczenie farmakologiczne.
2106,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
2107,Zespół napięcia przedmiesiączkowego,"Przebieg łagodny, leczenie objawowe."
2108,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
2109,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2110,Zapalenie spojówek,Zalecana zmiana stylu życia i diety.
2111,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2112,Anemia,Zalecana zmiana stylu życia i diety.
2113,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2114,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
2115,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
2116,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2117,Egzema,Konieczność obserwacji w warunkach domowych.
2118,Reumatoidalne zapalenie stawów,Zalecana zmiana stylu życia i diety.
2119,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
2120,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
2121,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2122,Depresja,"Przebieg łagodny, leczenie objawowe."
2123,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2124,Niedoczynność tarczycy,Zalecana konsultacja specjalistyczna.
2125,COVID-19,Konieczność obserwacji w warunkach domowych.
2126,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
2127,Grypa,"Przebieg łagodny, leczenie objawowe."
2128,Zapalenie gardła,Zalecane leczenie farmakologiczne.
2129,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2130,Borelioza,"Przebieg łagodny, leczenie objawowe."
2131,Zawał serca,Zalecana konsultacja specjalistyczna.
2132,Osteoporoza,Wymaga dalszej diagnostyki.
2133,Zapalenie płuc,Stosować leki zgodnie z zaleceniami.
2134,Zapalenie spojówek,Wskazane badania kontrolne za 2 tygodnie.
2135,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
2136,Egzema,Zalecana konsultacja specjalistyczna.
2137,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
2138,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
2139,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
2140,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
2141,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
2142,Choroba wieńcowa,Zalecane leczenie farmakologiczne.
2143,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
2144,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2145,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
2146,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
2147,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2148,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2149,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2150,Alergia sezonowa,Wskazane badania kontrolne za 2 tygodnie.
2151,Grypa,"Ryzyko nawrotu choroby, zachować ostrożność."
2152,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
2153,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
2154,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
2155,Zawał serca,"Przebieg łagodny, leczenie objawowe."
2156,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
2157,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
2158,Zapalenie pęcherza,"Ryzyko nawrotu choroby, zachować ostrożność."
2159,Depresja,"Ryzyko nawrotu choroby, zachować ostrożność."
2160,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2161,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
2162,Zespół napięcia przedmiesiączkowego,"Przebieg łagodny, leczenie objawowe."
2163,Osteoporoza,Wymaga dalszej diagnostyki.
2164,Zespół jelita drażliwego,Stosować leki zgodnie z zaleceniami.
2165,Choroba wieńcowa,Wymaga dalszej diagnostyki.
2166,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
2167,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
2168,Angina,Wymaga dalszej diagnostyki.
2169,Migrena,"Przebieg łagodny, leczenie objawowe."
2170,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2171,Anemia,Leczenie szpitalne nie jest wymagane.
2172,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2173,Grypa,Zalecana konsultacja specjalistyczna.
2174,Angina,Stosować leki zgodnie z zaleceniami.
2175,Zapalenie spojówek,Zalecana zmiana stylu życia i diety.
2176,Borelioza,Zalecane leczenie farmakologiczne.
2177,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
2178,Alergia sezonowa,Wymaga dalszej diagnostyki.
2179,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
2180,Choroba wieńcowa,Konieczność obserwacji w warunkach domowych.
2181,Egzema,Wskazane badania kontrolne za 2 tygodnie.
2182,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
2183,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
2184,Egzema,"Przebieg łagodny, leczenie objawowe."
2185,Kamica nerkowa,Zalecane leczenie farmakologiczne.
2186,Borelioza,Stosować leki zgodnie z zaleceniami.
2187,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
2188,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
2189,Depresja,Wskazane badania kontrolne za 2 tygodnie.
2190,Angina,Wymaga dalszej diagnostyki.
2191,Migrena,Zalecana zmiana stylu życia i diety.
2192,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
2193,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
2194,COVID-19,"Ryzyko nawrotu choroby, zachować ostrożność."
2195,Zapalenie spojówek,Leczenie szpitalne nie jest wymagane.
2196,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2197,Zawał serca,Zalecana konsultacja specjalistyczna.
2198,Depresja,"Przebieg łagodny, leczenie objawowe."
2199,COVID-19,Stosować leki zgodnie z zaleceniami.
2200,Migrena,Zalecane leczenie farmakologiczne.
2201,Choroba wieńcowa,Zalecane leczenie farmakologiczne.
2202,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2203,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
2204,Zawał serca,"Przebieg łagodny, leczenie objawowe."
2205,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2206,Anemia,Zalecana zmiana stylu życia i diety.
2207,Zapalenie gardła,Wymaga dalszej diagnostyki.
2208,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
2209,Anemia,Zalecane leczenie farmakologiczne.
2210,Nowotwór płuc,Konieczność obserwacji w warunkach domowych.
2211,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2212,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
2213,Zapalenie spojówek,Stosować leki zgodnie z zaleceniami.
2214,Migrena,Wymaga dalszej diagnostyki.
2215,Depresja,Zalecana zmiana stylu życia i diety.
2216,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
2217,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
2218,Zapalenie ucha środkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
2219,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2220,Migrena,Zalecana zmiana stylu życia i diety.
2221,Angina,Konieczność obserwacji w warunkach domowych.
2222,Egzema,Zalecana konsultacja specjalistyczna.
2223,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
2224,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
2225,Egzema,"Przebieg łagodny, leczenie objawowe."
2226,Egzema,Zalecana konsultacja specjalistyczna.
2227,Choroba refluksowa,"Ryzyko nawrotu choroby, zachować ostrożność."
2228,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
2229,Depresja,Zalecana zmiana stylu życia i diety.
2230,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2231,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
2232,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
2233,Zapalenie wątroby typu A,Zalecana konsultacja specjalistyczna.
2234,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
2235,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
2236,Grypa,Zalecana konsultacja specjalistyczna.
2237,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2238,Alergia sezonowa,Wskazane badania kontrolne za 2 tygodnie.
2239,Migrena,Wymaga dalszej diagnostyki.
2240,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
